yearID,franchID,name,G,SO
1914,MIN,Washington Senators,158,640.0
1915,BLT,Baltimore Terrapins,154,641.0
1915,BOS,Boston Red Sox,155,476.0
1915,BTT,Brooklyn Tip-Tops,153,654.0
1915,LAD,Brooklyn Robins,154,496.0
1915,ATL,Boston Braves,157,620.0
1915,BFL,Buffalo Blues,153,587.0
1915,CHW,Chicago White Sox,155,575.0
1915,CHH,Chicago Whales,155,590.0
1915,CHC,Chicago Cubs,156,639.0
1915,CIN,Cincinnati Reds,160,512.0
1915,CLE,Cleveland Indians,154,681.0
1915,DET,Detroit Tigers,156,527.0
1915,KCP,Kansas City Packers,153,503.0
1915,NEW,Newark Pepper,155,550.0
1915,SFG,New York Giants,155,547.0
1915,NYY,New York Yankees,154,669.0
1915,OAK,Philadelphia Athletics,154,634.0
1915,PHI,Philadelphia Phillies,153,600.0
1915,PIT,Pittsburgh Pirates,156,656.0
1915,PBS,Pittsburgh Rebels,156,561.0
1915,BAL,St. Louis Browns,159,765.0
1915,SLI,St. Louis Terriers,159,502.0
1915,STL,St. Louis Cardinals,157,658.0
1915,MIN,Washington Senators,155,541.0
1916,BOS,Boston Red Sox,156,482.0
1916,LAD,Brooklyn Robins,156,550.0
1916,ATL,Boston Braves,158,646.0
1916,CHW,Chicago White Sox,155,591.0
1916,CHC,Chicago Cubs,156,662.0
1916,CIN,Cincinnati Reds,155,573.0
1916,CLE,Cleveland Indians,157,605.0
1916,DET,Detroit Tigers,155,529.0
1916,SFG,New York Giants,155,558.0
1916,NYY,New York Yankees,156,632.0
1916,OAK,Philadelphia Athletics,154,631.0
1916,PHI,Philadelphia Phillies,154,571.0
1916,PIT,Pittsburgh Pirates,157,618.0
1916,BAL,St. Louis Browns,158,640.0
1916,STL,St. Louis Cardinals,153,651.0
1916,MIN,Washington Senators,159,597.0
1917,BOS,Boston Red Sox,157,473.0
1917,LAD,Brooklyn Robins,156,527.0
1917,ATL,Boston Braves,157,587.0
1917,CHW,Chicago White Sox,156,479.0
1917,CHC,Chicago Cubs,157,599.0
1917,CIN,Cincinnati Reds,157,477.0
1917,CLE,Cleveland Indians,156,596.0
1917,DET,Detroit Tigers,154,476.0
1917,SFG,New York Giants,158,533.0
1917,NYY,New York Yankees,155,535.0
1917,OAK,Philadelphia Athletics,154,519.0
1917,PHI,Philadelphia Phillies,154,533.0
1917,PIT,Pittsburgh Pirates,157,580.0
1917,BAL,St. Louis Browns,155,540.0
1917,STL,St. Louis Cardinals,154,652.0
1917,MIN,Washington Senators,157,574.0
1918,BOS,Boston Red Sox,126,324.0
1918,LAD,Brooklyn Robins,126,326.0
1918,ATL,Boston Braves,124,438.0
1918,CHW,Chicago White Sox,124,358.0
1918,CHC,Chicago Cubs,131,343.0
1918,CIN,Cincinnati Reds,129,303.0
1918,CLE,Cleveland Indians,129,386.0
1918,DET,Detroit Tigers,128,380.0
1918,SFG,New York Giants,124,365.0
1918,NYY,New York Yankees,126,370.0
1918,OAK,Philadelphia Athletics,130,485.0
1918,PHI,Philadelphia Phillies,125,400.0
1918,PIT,Pittsburgh Pirates,126,285.0
1918,BAL,St. Louis Browns,123,340.0
1918,STL,St. Louis Cardinals,131,461.0
1918,MIN,Washington Senators,130,361.0
1919,BOS,Boston Red Sox,138,411.0
1919,LAD,Brooklyn Robins,141,405.0
1919,ATL,Boston Braves,140,481.0
1919,CHW,Chicago White Sox,140,358.0
1919,CHC,Chicago Cubs,140,359.0
1919,CIN,Cincinnati Reds,140,368.0
1919,CLE,Cleveland Indians,139,367.0
1919,DET,Detroit Tigers,140,427.0
1919,SFG,New York Giants,140,407.0
1919,NYY,New York Yankees,141,479.0
1919,OAK,Philadelphia Athletics,140,565.0
1919,PHI,Philadelphia Phillies,138,469.0
1919,PIT,Pittsburgh Pirates,139,381.0
1919,BAL,St. Louis Browns,140,443.0
1919,STL,St. Louis Cardinals,138,418.0
1919,MIN,Washington Senators,142,511.0
1920,BOS,Boston Red Sox,154,429.0
1920,LAD,Brooklyn Robins,155,391.0
1920,ATL,Boston Braves,153,488.0
1920,CHW,Chicago White Sox,154,353.0
1920,CHC,Chicago Cubs,154,421.0
1920,CIN,Cincinnati Reds,154,367.0
1920,CLE,Cleveland Indians,154,379.0
1920,DET,Detroit Tigers,155,391.0
1920,SFG,New York Giants,155,545.0
1920,NYY,New York Yankees,154,626.0
1920,OAK,Philadelphia Athletics,156,593.0
1920,PHI,Philadelphia Phillies,153,531.0
1920,PIT,Pittsburgh Pirates,155,405.0
1920,BAL,St. Louis Browns,154,339.0
1920,STL,St. Louis Cardinals,155,484.0
1920,MIN,Washington Senators,153,543.0
1921,BOS,Boston Red Sox,154,344.0
1921,LAD,Brooklyn Robins,152,400.0
1921,ATL,Boston Braves,153,470.0
1921,CHW,Chicago White Sox,154,474.0
1921,CHC,Chicago Cubs,153,374.0
1921,CIN,Cincinnati Reds,153,308.0
1921,CLE,Cleveland Indians,154,376.0
1921,DET,Detroit Tigers,154,376.0
1921,SFG,New York Giants,153,390.0
1921,NYY,New York Yankees,153,569.0
1921,OAK,Philadelphia Athletics,155,565.0
1921,PHI,Philadelphia Phillies,154,615.0
1921,PIT,Pittsburgh Pirates,154,371.0
1921,BAL,St. Louis Browns,154,407.0
1921,STL,St. Louis Cardinals,154,452.0
1921,MIN,Washington Senators,154,472.0
1922,BOS,Boston Red Sox,154,455.0
1922,LAD,Brooklyn Robins,155,318.0
1922,ATL,Boston Braves,154,451.0
1922,CHW,Chicago White Sox,155,463.0
1922,CHC,Chicago Cubs,156,447.0
1922,CIN,Cincinnati Reds,156,381.0
1922,CLE,Cleveland Indians,155,331.0
1922,DET,Detroit Tigers,155,378.0
1922,SFG,New York Giants,156,421.0
1922,NYY,New York Yankees,154,532.0
1922,OAK,Philadelphia Athletics,155,591.0
1922,PHI,Philadelphia Phillies,154,611.0
1922,PIT,Pittsburgh Pirates,155,326.0
1922,BAL,St. Louis Browns,154,381.0
1922,STL,St. Louis Cardinals,154,425.0
1922,MIN,Washington Senators,154,442.0
1923,BOS,Boston Red Sox,154,480.0
1923,LAD,Brooklyn Robins,155,382.0
1923,ATL,Boston Braves,155,404.0
1923,CHW,Chicago White Sox,156,458.0
1923,CHC,Chicago Cubs,154,485.0
1923,CIN,Cincinnati Reds,154,367.0
1923,CLE,Cleveland Indians,153,384.0
1923,DET,Detroit Tigers,155,385.0
1923,SFG,New York Giants,153,406.0
1923,NYY,New York Yankees,152,516.0
1923,OAK,Philadelphia Athletics,153,517.0
1923,PHI,Philadelphia Phillies,155,556.0
1923,PIT,Pittsburgh Pirates,154,362.0
1923,BAL,St. Louis Browns,154,423.0
1923,STL,St. Louis Cardinals,154,446.0
1923,MIN,Washington Senators,155,448.0
1924,BOS,Boston Red Sox,157,417.0
1924,LAD,Brooklyn Robins,154,357.0
1924,ATL,Boston Braves,154,451.0
1924,CHW,Chicago White Sox,154,418.0
1924,CHC,Chicago Cubs,154,521.0
1924,CIN,Cincinnati Reds,153,334.0
1924,CLE,Cleveland Indians,153,371.0
1924,DET,Detroit Tigers,156,400.0
1924,SFG,New York Giants,154,479.0
1924,NYY,New York Yankees,153,420.0
1924,OAK,Philadelphia Athletics,152,482.0
1924,PHI,Philadelphia Phillies,152,452.0
1924,PIT,Pittsburgh Pirates,153,396.0
1924,BAL,St. Louis Browns,153,349.0
1924,STL,St. Louis Cardinals,154,418.0
1924,MIN,Washington Senators,156,392.0
1925,BOS,Boston Red Sox,152,422.0
1925,LAD,Brooklyn Robins,153,383.0
1925,ATL,Boston Braves,153,380.0
1925,CHW,Chicago White Sox,154,405.0
1925,CHC,Chicago Cubs,154,470.0
1925,CIN,Cincinnati Reds,153,327.0
1925,CLE,Cleveland Indians,155,379.0
1925,DET,Detroit Tigers,156,386.0
1925,SFG,New York Giants,152,494.0
1925,NYY,New York Yankees,156,482.0
1925,OAK,Philadelphia Athletics,153,432.0
1925,PHI,Philadelphia Phillies,153,542.0
1925,PIT,Pittsburgh Pirates,153,363.0
1925,BAL,St. Louis Browns,154,375.0
1925,STL,St. Louis Cardinals,153,414.0
1925,MIN,Washington Senators,152,427.0
1926,BOS,Boston Red Sox,154,450.0
1926,LAD,Brooklyn Robins,155,464.0
1926,ATL,Boston Braves,153,348.0
1926,CHW,Chicago White Sox,155,381.0
1926,CHC,Chicago Cubs,155,447.0
1926,CIN,Cincinnati Reds,157,333.0
1926,CLE,Cleveland Indians,154,332.0
1926,DET,Detroit Tigers,157,423.0
1926,SFG,New York Giants,151,420.0
1926,NYY,New York Yankees,155,580.0
1926,OAK,Philadelphia Athletics,150,452.0
1926,PHI,Philadelphia Phillies,152,479.0
1926,PIT,Pittsburgh Pirates,157,350.0
1926,BAL,St. Louis Browns,155,465.0
1926,STL,St. Louis Cardinals,156,518.0
1926,MIN,Washington Senators,152,369.0
1927,BOS,Boston Red Sox,154,456.0
1927,LAD,Brooklyn Robins,154,494.0
1927,ATL,Boston Braves,155,363.0
1927,CHW,Chicago White Sox,153,389.0
1927,CHC,Chicago Cubs,153,492.0
1927,CIN,Cincinnati Reds,153,332.0
1927,CLE,Cleveland Indians,153,366.0
1927,DET,Detroit Tigers,156,420.0
1927,SFG,New York Giants,155,462.0
1927,NYY,New York Yankees,155,605.0
1927,OAK,Philadelphia Athletics,155,326.0
1927,PHI,Philadelphia Phillies,155,482.0
1927,PIT,Pittsburgh Pirates,156,355.0
1927,BAL,St. Louis Browns,155,420.0
1927,STL,St. Louis Cardinals,153,511.0
1927,MIN,Washington Senators,157,359.0
1928,BOS,Boston Red Sox,154,512.0
1928,LAD,Brooklyn Robins,155,510.0
1928,ATL,Boston Braves,153,377.0
1928,CHW,Chicago White Sox,155,488.0
1928,CHC,Chicago Cubs,154,517.0
1928,CIN,Cincinnati Reds,153,330.0
1928,CLE,Cleveland Indians,155,426.0
1928,DET,Detroit Tigers,154,438.0
1928,SFG,New York Giants,155,376.0
1928,NYY,New York Yankees,154,544.0
1928,OAK,Philadelphia Athletics,153,442.0
1928,PHI,Philadelphia Phillies,152,510.0
1928,PIT,Pittsburgh Pirates,152,352.0
1928,BAL,St. Louis Browns,154,479.0
1928,STL,St. Louis Cardinals,154,438.0
1928,MIN,Washington Senators,155,390.0
1929,BOS,Boston Red Sox,155,494.0
1929,LAD,Brooklyn Robins,153,454.0
1929,ATL,Boston Braves,154,432.0
1929,CHW,Chicago White Sox,152,436.0
1929,CHC,Chicago Cubs,156,567.0
1929,CIN,Cincinnati Reds,155,347.0
1929,CLE,Cleveland Indians,152,363.0
1929,DET,Detroit Tigers,155,496.0
1929,SFG,New York Giants,152,405.0
1929,NYY,New York Yankees,154,518.0
1929,OAK,Philadelphia Athletics,151,440.0
1929,PHI,Philadelphia Phillies,154,470.0
1929,PIT,Pittsburgh Pirates,154,335.0
1929,BAL,St. Louis Browns,154,431.0
1929,STL,St. Louis Cardinals,154,455.0
1929,MIN,Washington Senators,153,400.0
1930,BOS,Boston Red Sox,154,552.0
1930,LAD,Brooklyn Robins,154,541.0
1930,ATL,Boston Braves,154,397.0
1930,CHW,Chicago White Sox,154,479.0
1930,CHC,Chicago Cubs,156,635.0
1930,CIN,Cincinnati Reds,154,489.0
1930,CLE,Cleveland Indians,154,461.0
1930,DET,Detroit Tigers,154,508.0
1930,SFG,New York Giants,154,382.0
1930,NYY,New York Yankees,154,569.0
1930,OAK,Philadelphia Athletics,154,531.0
1930,PHI,Philadelphia Phillies,156,459.0
1930,PIT,Pittsburgh Pirates,154,449.0
1930,BAL,St. Louis Browns,154,550.0
1930,STL,St. Louis Cardinals,154,496.0
1930,MIN,Washington Senators,154,438.0
1931,BOS,Boston Red Sox,153,565.0
1931,LAD,Brooklyn Robins,153,512.0
1931,ATL,Boston Braves,156,430.0
1931,CHW,Chicago White Sox,156,445.0
1931,CHC,Chicago Cubs,156,641.0
1931,CIN,Cincinnati Reds,154,463.0
1931,CLE,Cleveland Indians,155,433.0
1931,DET,Detroit Tigers,154,468.0
1931,SFG,New York Giants,153,395.0
1931,NYY,New York Yankees,155,554.0
1931,OAK,Philadelphia Athletics,153,543.0
1931,PHI,Philadelphia Phillies,155,492.0
1931,PIT,Pittsburgh Pirates,155,454.0
1931,BAL,St. Louis Browns,154,580.0
1931,STL,St. Louis Cardinals,154,475.0
1931,MIN,Washington Senators,156,459.0
1932,BOS,Boston Red Sox,154,539.0
1932,LAD,Brooklyn Dodgers,154,574.0
1932,ATL,Boston Braves,155,496.0
1932,CHW,Chicago White Sox,152,386.0
1932,CHC,Chicago Cubs,154,514.0
1932,CIN,Cincinnati Reds,155,436.0
1932,CLE,Cleveland Indians,153,454.0
1932,DET,Detroit Tigers,153,523.0
1932,SFG,New York Giants,154,391.0
1932,NYY,New York Yankees,156,527.0
1932,OAK,Philadelphia Athletics,154,630.0
1932,PHI,Philadelphia Phillies,154,547.0
1932,PIT,Pittsburgh Pirates,154,385.0
1932,BAL,St. Louis Browns,154,528.0
1932,STL,St. Louis Cardinals,156,514.0
1932,MIN,Washington Senators,154,442.0
1933,BOS,Boston Red Sox,149,464.0
1933,LAD,Brooklyn Dodgers,157,453.0
1933,ATL,Boston Braves,156,428.0
1933,CHW,Chicago White Sox,151,416.0
1933,CHC,Chicago Cubs,154,475.0
1933,CIN,Cincinnati Reds,153,354.0
1933,CLE,Cleveland Indians,151,426.0
1933,DET,Detroit Tigers,155,523.0
1933,SFG,New York Giants,156,477.0
1933,NYY,New York Yankees,152,506.0
1933,OAK,Philadelphia Athletics,152,618.0
1933,PHI,Philadelphia Phillies,152,479.0
1933,PIT,Pittsburgh Pirates,154,334.0
1933,BAL,St. Louis Browns,153,556.0
1933,STL,St. Louis Cardinals,154,528.0
1933,MIN,Washington Senators,153,395.0
1934,BOS,Boston Red Sox,153,535.0
1934,LAD,Brooklyn Dodgers,153,555.0
1934,ATL,Boston Braves,152,440.0
1934,CHW,Chicago White Sox,153,524.0
1934,CHC,Chicago Cubs,152,630.0
1934,CIN,Cincinnati Reds,152,532.0
1934,CLE,Cleveland Indians,154,433.0
1934,DET,Detroit Tigers,154,528.0
1934,SFG,New York Giants,153,526.0
1934,NYY,New York Yankees,154,597.0
1934,OAK,Philadelphia Athletics,153,584.0
1934,PHI,Philadelphia Phillies,149,534.0
1934,PIT,Pittsburgh Pirates,151,398.0
1934,BAL,St. Louis Browns,154,631.0
1934,STL,St. Louis Cardinals,154,535.0
1934,MIN,Washington Senators,155,447.0
1935,BOS,Boston Red Sox,154,470.0
1935,LAD,Brooklyn Dodgers,154,520.0
1935,ATL,Boston Braves,153,436.0
1935,CHW,Chicago White Sox,153,405.0
1935,CHC,Chicago Cubs,154,471.0
1935,CIN,Cincinnati Reds,154,547.0
1935,CLE,Cleveland Indians,156,567.0
1935,DET,Detroit Tigers,152,456.0
1935,SFG,New York Giants,156,479.0
1935,NYY,New York Yankees,149,469.0
1935,OAK,Philadelphia Athletics,149,602.0
1935,PHI,Philadelphia Phillies,156,661.0
1935,PIT,Pittsburgh Pirates,153,437.0
1935,BAL,St. Louis Browns,155,561.0
1935,STL,St. Louis Cardinals,154,521.0
1935,MIN,Washington Senators,154,406.0
1936,BOS,Boston Red Sox,155,465.0
1936,LAD,Brooklyn Dodgers,156,458.0
1936,ATL,Boston Bees,157,582.0
1936,CHW,Chicago White Sox,153,417.0
1936,CHC,Chicago Cubs,154,462.0
1936,CIN,Cincinnati Reds,154,584.0
1936,CLE,Cleveland Indians,157,470.0
1936,DET,Detroit Tigers,154,462.0
1936,SFG,New York Giants,154,452.0
1936,NYY,New York Yankees,155,594.0
1936,OAK,Philadelphia Athletics,154,590.0
1936,PHI,Philadelphia Phillies,154,586.0
1936,PIT,Pittsburgh Pirates,156,502.0
1936,BAL,St. Louis Browns,155,627.0
1936,STL,St. Louis Cardinals,155,577.0
1936,MIN,Washington Senators,153,398.0
1937,BOS,Boston Red Sox,154,557.0
1937,LAD,Brooklyn Dodgers,155,583.0
1937,ATL,Boston Bees,152,707.0
1937,CHW,Chicago White Sox,154,447.0
1937,CHC,Chicago Cubs,154,496.0
1937,CIN,Cincinnati Reds,155,586.0
1937,CLE,Cleveland Indians,156,551.0
1937,DET,Detroit Tigers,155,711.0
1937,SFG,New York Giants,152,492.0
1937,NYY,New York Yankees,157,607.0
1937,OAK,Philadelphia Athletics,154,557.0
1937,PHI,Philadelphia Phillies,155,640.0
1937,PIT,Pittsburgh Pirates,154,480.0
1937,BAL,St. Louis Browns,156,510.0
1937,STL,St. Louis Cardinals,157,569.0
1937,MIN,Washington Senators,158,503.0
1938,BOS,Boston Red Sox,150,463.0
1938,LAD,Brooklyn Dodgers,151,615.0
1938,ATL,Boston Bees,153,548.0
1938,CHW,Chicago White Sox,149,489.0
1938,CHC,Chicago Cubs,154,476.0
1938,CIN,Cincinnati Reds,151,518.0
1938,CLE,Cleveland Indians,153,605.0
1938,DET,Detroit Tigers,155,581.0
1938,SFG,New York Giants,152,528.0
1938,NYY,New York Yankees,157,616.0
1938,OAK,Philadelphia Athletics,154,590.0
1938,PHI,Philadelphia Phillies,151,507.0
1938,PIT,Pittsburgh Pirates,152,409.0
1938,BAL,St. Louis Browns,156,528.0
1938,STL,St. Louis Cardinals,156,492.0
1938,MIN,Washington Senators,152,379.0
1939,BOS,Boston Red Sox,152,505.0
1939,LAD,Brooklyn Dodgers,157,639.0
1939,ATL,Boston Bees,152,494.0
1939,CHW,Chicago White Sox,155,502.0
1939,CHC,Chicago Cubs,156,553.0
1939,CIN,Cincinnati Reds,156,538.0
1939,CLE,Cleveland Indians,154,574.0
1939,DET,Detroit Tigers,155,592.0
1939,SFG,New York Giants,151,499.0
1939,NYY,New York Yankees,152,543.0
1939,OAK,Philadelphia Athletics,153,532.0
1939,PHI,Philadelphia Phillies,152,486.0
1939,PIT,Pittsburgh Pirates,153,420.0
1939,BAL,St. Louis Browns,156,606.0
1939,STL,St. Louis Cardinals,155,566.0
1939,MIN,Washington Senators,153,460.0
1940,BOS,Boston Red Sox,154,597.0
1940,LAD,Brooklyn Dodgers,156,570.0
1940,ATL,Boston Bees,152,581.0
1940,CHW,Chicago White Sox,155,569.0
1940,CHC,Chicago Cubs,154,566.0
1940,CIN,Cincinnati Reds,155,503.0
1940,CLE,Cleveland Indians,155,597.0
1940,DET,Detroit Tigers,155,556.0
1940,SFG,New York Giants,152,478.0
1940,NYY,New York Yankees,155,606.0
1940,OAK,Philadelphia Athletics,154,656.0
1940,PHI,Philadelphia Phillies,153,527.0
1940,PIT,Pittsburgh Pirates,156,494.0
1940,BAL,St. Louis Browns,156,642.0
1940,STL,St. Louis Cardinals,156,610.0
1940,MIN,Washington Senators,154,504.0
1941,BOS,Boston Red Sox,155,567.0
1941,LAD,Brooklyn Dodgers,157,535.0
1941,ATL,Boston Braves,156,608.0
1941,CHW,Chicago White Sox,156,476.0
1941,CHC,Chicago Cubs,155,670.0
1941,CIN,Cincinnati Reds,154,428.0
1941,CLE,Cleveland Indians,155,605.0
1941,DET,Detroit Tigers,155,584.0
1941,SFG,New York Giants,156,518.0
1941,NYY,New York Yankees,156,565.0
1941,OAK,Philadelphia Athletics,154,588.0
1941,PHI,Philadelphia Phillies,155,596.0
1941,PIT,Pittsburgh Pirates,156,516.0
1941,BAL,St. Louis Browns,157,552.0
1941,STL,St. Louis Cardinals,155,543.0
1941,MIN,Washington Senators,156,488.0
1942,BOS,Boston Red Sox,152,508.0
1942,LAD,Brooklyn Dodgers,155,484.0
1942,ATL,Boston Braves,150,507.0
1942,CHW,Chicago White Sox,148,427.0
1942,CHC,Chicago Cubs,155,607.0
1942,CIN,Cincinnati Reds,154,549.0
1942,CLE,Cleveland Indians,156,544.0
1942,DET,Detroit Tigers,156,476.0
1942,SFG,New York Giants,154,511.0
1942,NYY,New York Yankees,154,556.0
1942,OAK,Philadelphia Athletics,154,490.0
1942,PHI,Philadelphia Phillies,151,488.0
1942,PIT,Pittsburgh Pirates,151,536.0
1942,BAL,St. Louis Browns,151,607.0
1942,STL,St. Louis Cardinals,156,507.0
1942,MIN,Washington Senators,151,536.0
1943,BOS,Boston Red Sox,155,591.0
1943,LAD,Brooklyn Dodgers,153,422.0
1943,ATL,Boston Braves,153,609.0
1943,CHW,Chicago White Sox,155,581.0
1943,CHC,Chicago Cubs,154,522.0
1943,CIN,Cincinnati Reds,155,476.0
1943,CLE,Cleveland Indians,153,521.0
1943,DET,Detroit Tigers,155,553.0
1943,SFG,New York Giants,156,470.0
1943,NYY,New York Yankees,155,562.0
1943,OAK,Philadelphia Athletics,155,465.0
1943,PHI,Philadelphia Blue Jays,157,556.0
1943,PIT,Pittsburgh Pirates,157,566.0
1943,BAL,St. Louis Browns,153,646.0
1943,STL,St. Louis Cardinals,157,438.0
1943,MIN,Washington Senators,153,579.0
1944,BOS,Boston Red Sox,156,505.0
1944,LAD,Brooklyn Dodgers,155,451.0
1944,ATL,Boston Braves,155,509.0
1944,CHW,Chicago White Sox,154,448.0
1944,CHC,Chicago Cubs,157,521.0
1944,CIN,Cincinnati Reds,155,391.0
1944,CLE,Cleveland Indians,155,593.0
1944,DET,Detroit Tigers,156,500.0
1944,SFG,New York Giants,155,480.0
1944,NYY,New York Yankees,154,627.0
1944,OAK,Philadelphia Athletics,155,490.0
1944,PHI,Philadelphia Blue Jays,154,500.0
1944,PIT,Pittsburgh Pirates,158,616.0
1944,BAL,St. Louis Browns,154,604.0
1944,STL,St. Louis Cardinals,157,473.0
1944,MIN,Washington Senators,154,477.0
1945,BOS,Boston Red Sox,157,534.0
1945,LAD,Brooklyn Dodgers,155,434.0
1945,ATL,Boston Braves,154,510.0
1945,CHW,Chicago White Sox,150,467.0
1945,CHC,Chicago Cubs,155,462.0
1945,CIN,Cincinnati Reds,154,532.0
1945,CLE,Cleveland Indians,147,578.0
1945,DET,Detroit Tigers,155,533.0
1945,SFG,New York Giants,154,457.0
1945,NYY,New York Yankees,152,567.0
1945,OAK,Philadelphia Athletics,153,463.0
1945,PHI,Philadelphia Phillies,154,501.0
1945,PIT,Pittsburgh Pirates,155,480.0
1945,BAL,St. Louis Browns,154,555.0
1945,STL,St. Louis Cardinals,155,488.0
1945,MIN,Washington Senators,156,489.0
1946,BOS,Boston Red Sox,156,661.0
1946,LAD,Brooklyn Dodgers,157,575.0
1946,ATL,Boston Braves,154,468.0
1946,CHW,Chicago White Sox,155,600.0
1946,CHC,Chicago Cubs,155,599.0
1946,CIN,Cincinnati Reds,156,604.0
1946,CLE,Cleveland Indians,156,697.0
1946,DET,Detroit Tigers,155,616.0
1946,SFG,New York Giants,154,546.0
1946,NYY,New York Yankees,154,706.0
1946,OAK,Philadelphia Athletics,155,594.0
1946,PHI,Philadelphia Phillies,155,590.0
1946,PIT,Pittsburgh Pirates,155,555.0
1946,BAL,St. Louis Browns,156,713.0
1946,STL,St. Louis Cardinals,156,537.0
1946,MIN,Washington Senators,155,641.0
1947,BOS,Boston Red Sox,157,590.0
1947,LAD,Brooklyn Dodgers,155,561.0
1947,ATL,Boston Braves,154,500.0
1947,CHW,Chicago White Sox,155,527.0
1947,CHC,Chicago Cubs,155,578.0
1947,CIN,Cincinnati Reds,154,530.0
1947,CLE,Cleveland Indians,157,609.0
1947,DET,Detroit Tigers,158,565.0
1947,SFG,New York Giants,155,568.0
1947,NYY,New York Yankees,155,581.0
1947,OAK,Philadelphia Athletics,156,563.0
1947,PHI,Philadelphia Phillies,155,594.0
1947,PIT,Pittsburgh Pirates,156,687.0
1947,BAL,St. Louis Browns,154,664.0
1947,STL,St. Louis Cardinals,156,511.0
1947,MIN,Washington Senators,154,534.0
1948,BOS,Boston Red Sox,155,552.0
1948,LAD,Brooklyn Dodgers,155,684.0
1948,ATL,Boston Braves,154,536.0
1948,CHW,Chicago White Sox,154,528.0
1948,CHC,Chicago Cubs,155,578.0
1948,CIN,Cincinnati Reds,153,586.0
1948,CLE,Cleveland Indians,156,575.0
1948,DET,Detroit Tigers,154,504.0
1948,SFG,New York Giants,155,648.0
1948,NYY,New York Yankees,154,478.0
1948,OAK,Philadelphia Athletics,154,523.0
1948,PHI,Philadelphia Phillies,155,598.0
1948,PIT,Pittsburgh Pirates,156,578.0
1948,BAL,St. Louis Browns,155,572.0
1948,STL,St. Louis Cardinals,155,521.0
1948,MIN,Washington Senators,154,572.0
1949,BOS,Boston Red Sox,155,510.0
1949,LAD,Brooklyn Dodgers,156,570.0
1949,ATL,Boston Braves,157,656.0
1949,CHW,Chicago White Sox,154,596.0
1949,CHC,Chicago Cubs,154,573.0
1949,CIN,Cincinnati Reds,156,559.0
1949,CLE,Cleveland Indians,154,534.0
1949,DET,Detroit Tigers,155,502.0
1949,SFG,New York Giants,156,523.0
1949,NYY,New York Yankees,155,539.0
1949,OAK,Philadelphia Athletics,154,493.0
1949,PHI,Philadelphia Phillies,154,670.0
1949,PIT,Pittsburgh Pirates,154,554.0
1949,BAL,St. Louis Browns,155,700.0
1949,STL,St. Louis Cardinals,157,482.0
1949,MIN,Washington Senators,154,495.0
1950,BOS,Boston Red Sox,154,582.0
1950,LAD,Brooklyn Dodgers,155,632.0
1950,ATL,Boston Braves,156,616.0
1950,CHW,Chicago White Sox,156,566.0
1950,CHC,Chicago Cubs,154,767.0
1950,CIN,Cincinnati Reds,153,497.0
1950,CLE,Cleveland Indians,155,624.0
1950,DET,Detroit Tigers,157,480.0
1950,SFG,New York Giants,154,629.0
1950,NYY,New York Yankees,155,463.0
1950,OAK,Philadelphia Athletics,154,493.0
1950,PHI,Philadelphia Phillies,157,569.0
1950,PIT,Pittsburgh Pirates,154,693.0
1950,BAL,St. Louis Browns,154,744.0
1950,STL,St. Louis Cardinals,153,604.0
1950,MIN,Washington Senators,155,606.0
1951,BOS,Boston Red Sox,154,594.0
1951,LAD,Brooklyn Dodgers,158,649.0
1951,ATL,Boston Braves,155,617.0
1951,CHW,Chicago White Sox,155,524.0
1951,CHC,Chicago Cubs,155,647.0
1951,CIN,Cincinnati Reds,155,577.0
1951,CLE,Cleveland Indians,155,632.0
1951,DET,Detroit Tigers,154,525.0
1951,SFG,New York Giants,157,624.0
1951,NYY,New York Yankees,154,547.0
1951,OAK,Philadelphia Athletics,154,565.0
1951,PHI,Philadelphia Phillies,154,525.0
1951,PIT,Pittsburgh Pirates,155,615.0
1951,BAL,St. Louis Browns,154,693.0
1951,STL,St. Louis Cardinals,155,492.0
1951,MIN,Washington Senators,154,515.0
1952,BOS,Boston Red Sox,154,739.0
1952,LAD,Brooklyn Dodgers,155,699.0
1952,ATL,Boston Braves,155,711.0
1952,CHW,Chicago White Sox,156,521.0
1952,CHC,Chicago Cubs,155,712.0
1952,CIN,Cincinnati Reds,154,709.0
1952,CLE,Cleveland Indians,155,749.0
1952,DET,Detroit Tigers,156,605.0
1952,SFG,New York Giants,154,672.0
1952,NYY,New York Yankees,154,652.0
1952,OAK,Philadelphia Athletics,155,561.0
1952,PHI,Philadelphia Phillies,154,534.0
1952,PIT,Pittsburgh Pirates,155,724.0
1952,BAL,St. Louis Browns,155,720.0
1952,STL,St. Louis Cardinals,154,479.0
1952,MIN,Washington Senators,157,607.0
1953,BOS,Boston Red Sox,153,601.0
1953,LAD,Brooklyn Dodgers,155,686.0
1953,CHW,Chicago White Sox,156,530.0
1953,CHC,Chicago Cubs,155,746.0
1953,CIN,Cincinnati Reds,155,701.0
1953,CLE,Cleveland Indians,155,683.0
1953,DET,Detroit Tigers,158,603.0
1953,ATL,Milwaukee Braves,157,637.0
1953,SFG,New York Giants,155,608.0
1953,NYY,New York Yankees,151,644.0
1953,OAK,Philadelphia Athletics,157,602.0
1953,PHI,Philadelphia Phillies,156,597.0
1953,PIT,Pittsburgh Pirates,154,715.0
1953,BAL,St. Louis Browns,154,644.0
1953,STL,St. Louis Cardinals,157,617.0
1953,MIN,Washington Senators,152,604.0
